eta,U,a,s,y,E,ainf,sinf,yinf,Einf,dE
0.0002,1e-05,1.0,7.38905609893065,1.599353100752805,0.04983666350884387,1.0,7.38905609893065,1000.0,0.054936914737839904,-0.09283832653024902
0.0002,1.2288774330579116e-05,1.0,7.38905609893065,1.5993531040815558,0.04983437527269696,1.0,7.38905609893065,1000.0,0.05493462552215064,-0.09284217742409415
0.0002,1.510139745479005e-05,1.0,7.38905609893065,1.5993531292233734,0.04983156331100172,1.0,7.38905609893065,1000.0,0.0549318123566507,-0.0928469101389749
0.0002,1.8557766539829677e-05,1.0,7.38905609893065,1.5993530596161716,0.04982810775441097,1.0,7.38905609893065,1000.0,0.054928355321052356,-0.09285272673523177
0.0002,2.2805220508753942e-05,1.0,7.38905609893065,1.599353106444674,0.049823861299320475,1.0,7.38905609893065,1000.0,0.05492410704802028,-0.09285987561419341
0.0002,2.802482083911719e-05,1.0,7.38905609893065,1.599353183651612,0.04981864292655203,1.0,7.38905609893065,1000.0,0.0549188864411617,-0.09286866222376704
0.0002,3.44390698946822e-05,1.0,7.38905609893065,1.599353195544471,0.04981223018575469,1.0,7.38905609893065,1000.0,0.054912470955206315,-0.09287946218286261
0.0002,4.2321395809079146e-05,1.0,7.38905609893065,1.5993532792493363,0.04980434971352533,1.0,7.38905609893065,1000.0,0.05490458710929364,-0.092892737461366
0.0002,5.200780824528904e-05,1.0,7.38905609893065,1.5993533340252166,0.049794665578887294,1.0,7.38905609893065,1000.0,0.05489489882896586,-0.09290905637642553
0.0002,6.391122189543889e-05,1.0,7.38905609893065,1.5993533446935555,0.04978276496419105,1.0,7.38905609893065,1000.0,0.0548829931199059,-0.0929291182164957
0.0002,7.85390583064617e-05,1.0,7.38905609893065,1.5993533396943986,0.04976814056729349,1.0,7.38905609893065,1000.0,0.05486836246271757,-0.0929537836834409
0.0002,9.65148763664303e-05,1.0,7.38905609893065,1.5993535540502692,0.04975016897667769,1.0,7.38905609893065,1000.0,0.05485038317826802,-0.09298411252687588
0.0002,0.00011860495352108069,1.0,7.38905609893065,1.5993535704378203,0.04972808409374518,1.0,7.38905609893065,1000.0,0.05482828884134545,-0.09302141021323027
0.0002,0.00014575095083093872,1.0,7.38905609893065,1.5993537634159054,0.04970094448004913,1.0,7.38905609893065,1000.0,0.054801137609302907,-0.09306728567598167
0.0002,0.00017911005432287385,1.0,7.38905609893065,1.5993539792704723,0.0496675932211679,1.0,7.38905609893065,1000.0,0.05476777207296612,-0.09312372329119656
0.0002,0.00022010430379115656,1.0,7.38905609893065,1.5993541764580106,0.04962660861154694,1.0,7.38905609893065,1000.0,0.05472676991831996,-0.09319317245262318
0.0002,0.0002704812118478755,1.0,7.38905609893065,1.5993545066012884,0.04957624354996068,1.0,7.38905609893065,1000.0,0.05467638329576855,-0.09327865960370818
0.0002,0.0003323882573060108,1.0,7.38905609893065,1.5993548265726678,0.049514351062088006,1.0,7.38905609893065,1000.0,0.05461446431238712,-0.09338392886410411
0.0002,0.0004084644284168036,1.0,7.38905609893065,1.5993552453993225,0.049438292780545644,1.0,7.38905609893065,1000.0,0.054538373471031784,-0.09351361923536394
0.0002,0.0005019527182883087,1.0,7.38905609893065,1.5993557389323514,0.0493448264746911,1.0,7.38905609893065,1000.0,0.05444486715322783,-0.09367348925993964
0.0002,0.0006168383679665784,1.0,7.38905609893065,1.599356380371669,0.04922996784078303,1.0,7.38905609893065,1000.0,0.0543299593494302,-0.0938707035623919
